event_id,shipment_id,event_timestamp,event_type,event_city,latitude,longitude,event_delay_minutes
2188,438,2024-07-21 08:48:00,At Hub,Hyderabad,12.60318,80.12604,24
2189,438,2024-07-21 13:02:00,Out For Delivery,Hyderabad,15.21961,73.91557,0
2190,438,2024-07-21 15:43:00,Delivered,Pune,17.59303,79.17804,8
2191,439,2024-10-21 00:00:00,Picked Up,Mumbai,12.42043,76.95403,0
2192,439,2024-10-21 03:10:00,In Transit,Pune,18.58724,80.73823,0
2193,439,2024-10-21 06:20:00,At Hub,Mumbai,16.16049,75.96888,14
2194,439,2024-10-21 09:24:00,Out For Delivery,Hyderabad,18.87937,76.83825,5
2195,439,2024-10-21 11:20:00,Delivered,Bengaluru,18.86703,79.82109,0
2196,440,2024-06-06 00:00:00,Picked Up,Mysuru,15.01062,75.43304,0
2197,440,2024-06-06 05:48:00,In Transit,Chennai,15.77977,77.5404,0
2198,440,2024-06-06 11:37:00,At Hub,Hyderabad,13.57353,79.4868,0
2199,440,2024-06-06 17:14:00,Out For Delivery,Hyderabad,12.42934,74.60184,0
2200,440,2024-06-06 20:46:00,Delivered,Bengaluru,19.75875,75.18488,2
2201,441,2024-06-15 00:00:00,Picked Up,Mysuru,12.96908,76.55392,0
2202,441,2024-06-15 06:00:00,In Transit,Hyderabad,14.17166,72.8094,0
2203,441,2024-06-15 12:00:00,At Hub,Hyderabad,16.2999,75.63772,12
2204,441,2024-06-15 17:48:00,Out For Delivery,Bengaluru,15.39153,80.99656,0
2205,441,2024-06-15 21:27:00,Delivered,Hyderabad,13.61816,76.52833,0
2206,442,2024-07-06 00:00:00,Picked Up,Mumbai,18.10783,74.3127,0
2207,442,2024-07-06 03:35:00,In Transit,Mumbai,17.67088,72.68612,0
2208,442,2024-07-06 07:11:00,At Hub,Mysuru,15.14472,79.32761,0
2209,442,2024-07-06 10:39:00,Out For Delivery,Mumbai,13.28332,79.02956,16
2210,442,2024-07-06 12:50:00,Delivered,Mumbai,11.95483,80.00238,0
2211,443,2025-03-16 00:00:00,Picked Up,Hyderabad,13.22431,80.1947,0
2212,443,2025-03-16 04:08:00,In Transit,Chennai,14.567,78.85962,0
2213,443,2025-03-16 08:16:00,At Hub,Mumbai,12.60174,74.07097,14
2214,443,2025-03-16 12:15:00,Out For Delivery,Mysuru,15.78936,73.22106,0
2215,443,2025-03-16 14:46:00,Delivered,Mumbai,19.53259,77.29446,4
2216,444,2024-03-02 00:00:00,Picked Up,Hyderabad,13.84676,78.68111,0
2217,444,2024-03-02 05:33:00,In Transit,Pune,17.23245,81.2043,0
2218,444,2024-03-02 11:07:00,At Hub,Hyderabad,13.80591,78.41412,8
2219,444,2024-03-02 16:29:00,Out For Delivery,Bengaluru,15.93462,75.14059,13
2220,444,2024-03-02 19:52:00,Delivered,Mysuru,12.816,75.00514,14
2221,445,2024-06-15 00:00:00,Picked Up,Mumbai,14.77095,79.15553,0
2222,445,2024-06-15 01:11:00,In Transit,Bengaluru,16.19506,73.18186,0
2223,445,2024-06-15 02:22:00,At Hub,Mumbai,17.0454,79.55607,15
2224,445,2024-06-15 03:30:00,Out For Delivery,Pune,15.55746,75.68266,2
2225,445,2024-06-15 04:14:00,Delivered,Chennai,15.95667,76.7889,0
2226,446,2024-01-28 00:00:00,Picked Up,Pune,16.9383,80.82644,0
2227,446,2024-01-28 04:48:00,In Transit,Hyderabad,16.54401,77.25391,0
2228,446,2024-01-28 09:37:00,At Hub,Hyderabad,11.93781,73.05359,12
2229,446,2024-01-28 14:15:00,Out For Delivery,Bengaluru,12.68369,79.85749,18
2230,446,2024-01-28 17:11:00,Delivered,Bengaluru,12.84664,75.15035,19
2231,447,2024-07-16 00:00:00,Picked Up,Hyderabad,13.6661,75.7763,0
2232,447,2024-07-16 02:25:00,In Transit,Mysuru,13.71557,76.80277,0
2233,447,2024-07-16 04:51:00,At Hub,Hyderabad,11.98656,73.7512,7
2234,447,2024-07-16 07:12:00,Out For Delivery,Hyderabad,11.95959,78.0074,4
2235,447,2024-07-16 08:41:00,Delivered,Mumbai,16.38587,74.00316,51
2236,448,2024-07-22 00:00:00,Picked Up,Pune,13.21991,75.30559,0
2237,448,2024-07-22 01:48:00,In Transit,Mysuru,16.66342,74.34904,0
2238,448,2024-07-22 03:37:00,At Hub,Mumbai,12.51209,81.03703,25
2239,448,2024-07-22 05:22:00,Out For Delivery,Chennai,12.67995,73.78153,0
2240,448,2024-07-22 06:28:00,Delivered,Mysuru,17.56766,78.1567,19
2241,449,2024-12-19 00:00:00,Picked Up,Mumbai,18.30989,80.74983,0
2242,449,2024-12-19 02:36:00,In Transit,Hyderabad,17.51977,73.87149,0
2243,449,2024-12-19 05:12:00,At Hub,Mumbai,13.32096,73.1382,14
2244,449,2024-12-19 07:43:00,Out For Delivery,Bengaluru,17.61854,76.04223,0
2245,449,2024-12-19 09:18:00,Delivered,Mysuru,12.28665,80.84114,8
2246,450,2024-01-23 00:00:00,Picked Up,Hyderabad,13.74945,75.46747,0
2247,450,2024-01-23 01:18:00,In Transit,Pune,14.99967,72.95077,0
2248,450,2024-01-23 02:37:00,At Hub,Mumbai,15.81968,73.5852,14
2249,450,2024-01-23 03:53:00,Out For Delivery,Hyderabad,18.22371,79.5679,0
2250,450,2024-01-23 04:41:00,Delivered,Mysuru,12.83469,75.72565,0
2251,451,2024-04-05 00:00:00,Picked Up,Bengaluru,14.74817,73.83241,0
2252,451,2024-04-05 05:51:00,In Transit,Bengaluru,18.44655,78.72361,0
2253,451,2024-04-05 11:42:00,At Hub,Mysuru,12.4205,78.02822,0
2254,451,2024-04-05 17:20:00,Out For Delivery,Mysuru,12.55594,81.17622,0
2255,451,2024-04-05 20:54:00,Delivered,Mumbai,16.53351,80.51981,0
2256,452,2024-05-07 00:00:00,Picked Up,Hyderabad,16.32066,74.03559,0
2257,452,2024-05-07 04:51:00,In Transit,Pune,14.79472,79.91967,0
2258,452,2024-05-07 09:42:00,At Hub,Mysuru,17.10465,78.22637,24
2259,452,2024-05-07 14:23:00,Out For Delivery,Mysuru,18.08526,77.8391,29
2260,452,2024-05-07 17:20:00,Delivered,Chennai,12.95105,79.5173,9
2261,453,2024-12-15 00:00:00,Picked Up,Bengaluru,17.76497,73.25799,0
2262,453,2024-12-15 03:59:00,In Transit,Chennai,15.53515,74.031,0
2263,453,2024-12-15 07:59:00,At Hub,Pune,16.89037,78.33872,21
2264,453,2024-12-15 11:50:00,Out For Delivery,Mysuru,18.77573,74.39607,0
2265,453,2024-12-15 14:16:00,Delivered,Mumbai,20.03837,73.35692,5
2266,454,2025-01-15 00:00:00,Picked Up,Bengaluru,14.13667,78.11637,0
2267,454,2025-01-15 03:21:00,In Transit,Chennai,14.54506,80.66968,0
2268,454,2025-01-15 06:42:00,At Hub,Bengaluru,12.07095,77.33482,23
2269,454,2025-01-15 09:56:00,Out For Delivery,Chennai,13.7243,75.70818,31
2270,454,2025-01-15 11:59:00,Delivered,Mysuru,18.84002,74.2155,20
2271,455,2024-09-22 00:00:00,Picked Up,Hyderabad,18.69375,77.45137,0
2272,455,2024-09-22 04:46:00,In Transit,Hyderabad,18.13103,78.77974,0
2273,455,2024-09-22 09:32:00,At Hub,Mumbai,19.04919,76.30262,9
2274,455,2024-09-22 14:08:00,Out For Delivery,Pune,19.90934,76.47949,0
2275,455,2024-09-22 17:02:00,Delivered,Bengaluru,19.77981,75.31354,0
2276,456,2024-02-28 00:00:00,Picked Up,Pune,19.05245,80.25501,0
2277,456,2024-02-28 05:28:00,In Transit,Chennai,14.54662,73.23267,0
2278,456,2024-02-28 10:57:00,At Hub,Mysuru,17.80365,75.24131,0
2279,456,2024-02-28 16:14:00,Out For Delivery,Mumbai,15.72182,79.3456,0
2280,456,2024-02-28 19:34:00,Delivered,Hyderabad,14.82656,76.39952,26
2281,457,2024-08-21 00:00:00,Picked Up,Hyderabad,14.77286,75.7326,0
2282,457,2024-08-21 04:25:00,In Transit,Mumbai,16.07574,79.61744,0
2283,457,2024-08-21 08:51:00,At Hub,Bengaluru,17.33533,74.87107,10
2284,457,2024-08-21 13:07:00,Out For Delivery,Pune,13.91445,80.71404,0
2285,457,2024-08-21 15:49:00,Delivered,Chennai,17.13516,72.75784,13
2286,458,2024-12-08 00:00:00,Picked Up,Pune,16.8775,76.98368,0
2287,458,2024-12-08 04:58:00,In Transit,Hyderabad,16.24802,75.66293,0
2288,458,2024-12-08 09:56:00,At Hub,Mumbai,12.20882,74.20139,29
2289,458,2024-12-08 14:44:00,Out For Delivery,Hyderabad,15.56014,72.96385,3
2290,458,2024-12-08 17:46:00,Delivered,Mysuru,11.82683,78.8112,13
2291,459,2024-04-20 00:00:00,Picked Up,Hyderabad,16.18142,76.97661,0
2292,459,2024-04-20 04:26:00,In Transit,Chennai,13.61518,79.05381,0
2293,459,2024-04-20 08:53:00,At Hub,Bengaluru,15.5082,75.01926,0
2294,459,2024-04-20 13:10:00,Out For Delivery,Bengaluru,13.65293,78.17809,0
2295,459,2024-04-20 15:52:00,Delivered,Mysuru,15.13406,73.14315,20
2296,460,2025-02-13 00:00:00,Picked Up,Chennai,13.8809,81.12405,0
2297,460,2025-02-13 02:54:00,In Transit,Mumbai,16.68745,78.74569,0
2298,460,2025-02-13 05:48:00,At Hub,Pune,11.56401,77.06021,12
2299,460,2025-02-13 08:37:00,Out For Delivery,Mumbai,19.51071,81.02209,6
2300,460,2025-02-13 10:23:00,Delivered,Pune,16.20281,76.5322,0
2301,461,2024-06-16 00:00:00,Picked Up,Bengaluru,19.72165,78.42777,0
2302,461,2024-06-16 03:50:00,In Transit,Hyderabad,12.06462,76.59839,0
2303,461,2024-06-16 07:40:00,At Hub,Hyderabad,15.46255,77.62287,2
2304,461,2024-06-16 11:23:00,Out For Delivery,Mysuru,14.6039,73.94558,0
2305,461,2024-06-16 13:43:00,Delivered,Mumbai,17.27691,75.47764,24
2306,462,2025-02-08 00:00:00,Picked Up,Chennai,19.63905,80.52743,0
2307,462,2025-02-08 05:07:00,In Transit,Pune,13.32133,72.84687,0
2308,462,2025-02-08 10:15:00,At Hub,Hyderabad,17.94939,79.78297,5
2309,462,2025-02-08 15:12:00,Out For Delivery,Mysuru,11.74222,74.67058,15
2310,462,2025-02-08 18:19:00,Delivered,Mumbai,15.49865,78.03083,40
2311,463,2024-10-15 00:00:00,Picked Up,Chennai,16.34809,79.0352,0
2312,463,2024-10-15 03:09:00,In Transit,Bengaluru,13.93397,77.47158,0
2313,463,2024-10-15 06:19:00,At Hub,Chennai,18.0264,78.60193,2
2314,463,2024-10-15 09:22:00,Out For Delivery,Bengaluru,20.11859,74.94544,0
2315,463,2024-10-15 11:18:00,Delivered,Mumbai,15.33325,80.04116,0
2316,464,2025-02-01 00:00:00,Picked Up,Chennai,17.45262,80.26548,0
2317,464,2025-02-01 01:51:00,In Transit,Mysuru,13.27055,80.18558,0
2318,464,2025-02-01 03:42:00,At Hub,Mumbai,12.01993,80.31967,4
2319,464,2025-02-01 05:29:00,Out For Delivery,Bengaluru,15.95517,80.77807,0
2320,464,2025-02-01 06:37:00,Delivered,Mysuru,11.9157,75.59963,0
2321,465,2024-01-11 00:00:00,Picked Up,Hyderabad,18.95218,75.98528,0
2322,465,2024-01-11 04:59:00,In Transit,Mysuru,13.23267,76.23819,0
2323,465,2024-01-11 09:58:00,At Hub,Hyderabad,18.12883,76.94502,16
2324,465,2024-01-11 14:47:00,Out For Delivery,Mysuru,20.09882,76.59444,1
2325,465,2024-01-11 17:49:00,Delivered,Bengaluru,19.74382,79.24827,0
2326,466,2024-02-23 00:00:00,Picked Up,Pune,13.8341,77.69908,0
2327,466,2024-02-23 04:24:00,In Transit,Pune,17.77661,80.78325,0
2328,466,2024-02-23 08:48:00,At Hub,Hyderabad,19.17023,77.03369,1
2329,466,2024-02-23 13:02:00,Out For Delivery,Hyderabad,16.30852,73.50973,10
2330,466,2024-02-23 15:43:00,Delivered,Chennai,12.5974,77.1599,27
2331,467,2024-04-01 00:00:00,Picked Up,Mysuru,13.8391,72.68512,0
2332,467,2024-04-01 05:22:00,In Transit,Mysuru,17.7887,72.78588,0
2333,467,2024-04-01 10:44:00,At Hub,Mysuru,19.92869,76.76108,19
2334,467,2024-04-01 15:55:00,Out For Delivery,Mysuru,12.05333,77.35485,39
2335,467,2024-04-01 19:11:00,Delivered,Chennai,19.38788,74.18293,0
2336,468,2024-03-26 00:00:00,Picked Up,Hyderabad,16.85423,76.07029,0
2337,468,2024-03-26 02:07:00,In Transit,Pune,11.85742,75.55614,0
2338,468,2024-03-26 04:14:00,At Hub,Chennai,13.80749,78.5376,0
2339,468,2024-03-26 06:16:00,Out For Delivery,Bengaluru,19.62609,79.24389,0
2340,468,2024-03-26 07:34:00,Delivered,Chennai,17.22416,79.75029,6
2341,469,2024-10-14 00:00:00,Picked Up,Chennai,17.13342,81.02671,0
2342,469,2024-10-14 05:33:00,In Transit,Chennai,17.71143,80.637,0
2343,469,2024-10-14 11:06:00,At Hub,Mumbai,16.09515,73.61648,0
2344,469,2024-10-14 16:27:00,Out For Delivery,Bengaluru,16.65469,76.74594,5
2345,469,2024-10-14 19:50:00,Delivered,Hyderabad,19.76938,75.87576,4
2346,470,2024-05-02 00:00:00,Picked Up,Pune,15.19204,78.78933,0
2347,470,2024-05-02 01:12:00,In Transit,Pune,16.753,75.13055,0
2348,470,2024-05-02 02:25:00,At Hub,Hyderabad,15.0741,74.41576,0
2349,470,2024-05-02 03:34:00,Out For Delivery,Mumbai,13.42948,79.36815,1
2350,470,2024-05-02 04:19:00,Delivered,Pune,13.25022,73.20456,3
2351,471,2024-09-29 00:00:00,Picked Up,Chennai,15.62774,72.58773,0
2352,471,2024-09-29 01:14:00,In Transit,Pune,12.23747,79.60711,0
2353,471,2024-09-29 02:28:00,At Hub,Bengaluru,18.93428,78.51194,7
2354,471,2024-09-29 03:39:00,Out For Delivery,Bengaluru,11.9553,79.38907,6
2355,471,2024-09-29 04:25:00,Delivered,Hyderabad,15.92377,74.54954,10
2356,472,2024-11-02 00:00:00,Picked Up,Mumbai,18.85437,78.89903,0
2357,472,2024-11-02 06:16:00,In Transit,Mysuru,20.03262,73.87009,0
2358,472,2024-11-02 12:33:00,At Hub,Mysuru,13.46328,74.36382,11
2359,472,2024-11-02 18:37:00,Out For Delivery,Mumbai,12.07994,81.28734,0
2360,472,2024-11-02 22:26:00,Delivered,Pune,11.71591,79.85015,13
2361,473,2024-02-17 00:00:00,Picked Up,Mumbai,14.67869,79.90622,0
2362,473,2024-02-17 01:45:00,In Transit,Mumbai,16.3252,80.43435,0
2363,473,2024-02-17 03:31:00,At Hub,Pune,17.32304,80.3168,3
2364,473,2024-02-17 05:12:00,Out For Delivery,Bengaluru,15.50149,77.84136,1
2365,473,2024-02-17 06:17:00,Delivered,Chennai,19.91575,74.86367,12
2366,474,2024-07-26 00:00:00,Picked Up,Hyderabad,15.80499,73.25782,0
2367,474,2024-07-26 04:02:00,In Transit,Mysuru,16.36449,76.92449,0
2368,474,2024-07-26 08:05:00,At Hub,Bengaluru,12.7566,76.39018,0
2369,474,2024-07-26 11:59:00,Out For Delivery,Mumbai,16.59519,72.57476,9
2370,474,2024-07-26 14:27:00,Delivered,Mumbai,18.12075,78.77453,0
2371,475,2024-06-15 00:00:00,Picked Up,Mysuru,14.68669,72.96584,0
2372,475,2024-06-15 01:26:00,In Transit,Pune,18.06791,80.90554,0
2373,475,2024-06-15 02:53:00,At Hub,Hyderabad,13.09917,77.57704,0
2374,475,2024-06-15 04:16:00,Out For Delivery,Chennai,12.84712,75.63451,0
2375,475,2024-06-15 05:09:00,Delivered,Pune,14.86222,76.1982,13
2376,476,2024-03-10 00:00:00,Picked Up,Mysuru,16.39036,72.55161,0
2377,476,2024-03-10 01:35:00,In Transit,Pune,12.18304,80.25507,0
2378,476,2024-03-10 03:11:00,At Hub,Chennai,12.17755,78.71987,32
2379,476,2024-03-10 04:43:00,Out For Delivery,Chennai,14.72328,77.50651,1
2380,476,2024-03-10 05:42:00,Delivered,Mumbai,19.17087,80.78877,10
2381,477,2024-07-20 00:00:00,Picked Up,Pune,17.9342,73.26225,0
2382,477,2024-07-20 02:04:00,In Transit,Bengaluru,17.32164,76.11067,0
2383,477,2024-07-20 04:08:00,At Hub,Bengaluru,13.16224,79.45652,0
2384,477,2024-07-20 06:08:00,Out For Delivery,Pune,15.44944,75.15463,4
2385,477,2024-07-20 07:24:00,Delivered,Chennai,18.01629,74.89638,20
2386,478,2025-03-24 00:00:00,Picked Up,Hyderabad,12.52227,74.71758,0
2387,478,2025-03-24 02:18:00,In Transit,Chennai,19.51058,77.61798,0
2388,478,2025-03-24 04:36:00,At Hub,Chennai,16.14128,77.74826,0
2389,478,2025-03-24 06:49:00,Out For Delivery,Hyderabad,16.05259,73.52738,22
2390,478,2025-03-24 08:13:00,Delivered,Mysuru,12.62287,77.22436,0
2391,479,2024-02-12 00:00:00,Picked Up,Chennai,19.64816,75.2135,0
2392,479,2024-02-12 03:59:00,In Transit,Hyderabad,19.06501,79.22404,0
2393,479,2024-02-12 07:58:00,At Hub,Pune,13.23713,75.76718,9
2394,479,2024-02-12 11:49:00,Out For Delivery,Hyderabad,15.86478,78.88412,0
2395,479,2024-02-12 14:15:00,Delivered,Bengaluru,15.72013,77.25928,1
2396,480,2024-04-03 00:00:00,Picked Up,Hyderabad,18.61974,74.01077,0
2397,480,2024-04-03 04:59:00,In Transit,Chennai,18.52813,78.59733,0
2398,480,2024-04-03 09:58:00,At Hub,Mysuru,16.33608,78.65585,0
2399,480,2024-04-03 14:47:00,Out For Delivery,Pune,17.29216,77.11712,0
2400,480,2024-04-03 17:49:00,Delivered,Hyderabad,17.06256,75.47439,1
2401,481,2024-03-20 00:00:00,Picked Up,Chennai,19.38974,77.66885,0
2402,481,2024-03-20 03:14:00,In Transit,Mysuru,12.243,76.45828,0
2403,481,2024-03-20 06:28:00,At Hub,Hyderabad,15.80299,80.37378,16
2404,481,2024-03-20 09:36:00,Out For Delivery,Pune,13.82872,76.11327,14
2405,481,2024-03-20 11:34:00,Delivered,Pune,12.27233,80.11196,17
2406,482,2024-02-04 00:00:00,Picked Up,Bengaluru,14.28939,74.06932,0
2407,482,2024-02-04 03:00:00,In Transit,Pune,13.58252,76.17812,0
2408,482,2024-02-04 06:00:00,At Hub,Mysuru,13.68537,75.32099,11
2409,482,2024-02-04 08:53:00,Out For Delivery,Chennai,16.47887,76.38831,0
2410,482,2024-02-04 10:43:00,Delivered,Pune,14.51645,79.06878,0
2411,483,2024-06-14 00:00:00,Picked Up,Pune,19.27354,79.15975,0
2412,483,2024-06-14 02:56:00,In Transit,Chennai,14.38841,79.05109,0
2413,483,2024-06-14 05:53:00,At Hub,Chennai,13.64323,73.05663,21
2414,483,2024-06-14 08:44:00,Out For Delivery,Mysuru,12.64587,80.05696,0
2415,483,2024-06-14 10:32:00,Delivered,Pune,16.33107,77.1427,0
2416,484,2024-02-23 00:00:00,Picked Up,Mysuru,17.20229,74.55205,0
2417,484,2024-02-23 02:03:00,In Transit,Pune,19.02031,75.22244,0
2418,484,2024-02-23 04:07:00,At Hub,Hyderabad,17.53895,72.6419,15
2419,484,2024-02-23 06:06:00,Out For Delivery,Pune,16.22831,73.14008,0
2420,484,2024-02-23 07:22:00,Delivered,Bengaluru,18.37414,74.41647,0
2421,485,2024-05-13 00:00:00,Picked Up,Bengaluru,17.39023,79.56827,0
2422,485,2024-05-13 05:10:00,In Transit,Bengaluru,16.38833,79.01977,0
2423,485,2024-05-13 10:21:00,At Hub,Bengaluru,18.53707,75.09337,0
2424,485,2024-05-13 15:21:00,Out For Delivery,Mysuru,16.46955,79.0595,25
2425,485,2024-05-13 18:30:00,Delivered,Pune,15.49631,79.69808,0
2426,486,2024-09-13 00:00:00,Picked Up,Hyderabad,19.59032,77.29673,0
2427,486,2024-09-13 02:29:00,In Transit,Mysuru,17.25476,80.44881,0
2428,486,2024-09-13 04:58:00,At Hub,Chennai,12.35736,74.54229,0
2429,486,2024-09-13 07:22:00,Out For Delivery,Pune,18.95615,76.15294,17
2430,486,2024-09-13 08:53:00,Delivered,Mumbai,12.27726,76.35248,13
2431,487,2024-04-17 00:00:00,Picked Up,Pune,13.50739,75.06253,0
2432,487,2024-04-17 05:57:00,In Transit,Mysuru,18.21873,73.16464,0
2433,487,2024-04-17 11:55:00,At Hub,Bengaluru,16.68576,73.28894,0
2434,487,2024-04-17 17:40:00,Out For Delivery,Mumbai,14.43502,73.28937,23
2435,487,2024-04-17 21:18:00,Delivered,Mysuru,19.62106,75.53245,0
2436,488,2024-08-06 00:00:00,Picked Up,Pune,12.90056,77.45585,0
2437,488,2024-08-06 04:10:00,In Transit,Hyderabad,19.71083,72.53371,0
2438,488,2024-08-06 08:20:00,At Hub,Mysuru,13.57169,80.75834,1
2439,488,2024-08-06 12:22:00,Out For Delivery,Hyderabad,15.65086,81.25217,21
2440,488,2024-08-06 14:54:00,Delivered,Mumbai,17.40879,73.15186,8
2441,489,2024-08-31 00:00:00,Picked Up,Chennai,20.13764,76.08947,0
2442,489,2024-08-31 04:49:00,In Transit,Mysuru,14.0004,77.40934,0
2443,489,2024-08-31 09:39:00,At Hub,Mumbai,11.51243,76.45633,0
2444,489,2024-08-31 14:19:00,Out For Delivery,Hyderabad,18.78071,77.53637,1
2445,489,2024-08-31 17:15:00,Delivered,Mumbai,12.92735,75.00964,0
2446,490,2024-01-31 00:00:00,Picked Up,Bengaluru,18.39771,80.47066,0
2447,490,2024-01-31 02:22:00,In Transit,Mysuru,19.98326,74.54415,0
2448,490,2024-01-31 04:44:00,At Hub,Bengaluru,19.16729,75.38864,0
2449,490,2024-01-31 07:01:00,Out For Delivery,Chennai,15.23953,75.02787,0
2450,490,2024-01-31 08:28:00,Delivered,Mumbai,17.91011,76.49006,11
2451,491,2024-09-04 00:00:00,Picked Up,Mumbai,20.10674,72.98176,0
2452,491,2024-09-04 05:50:00,In Transit,Mumbai,14.58863,76.74072,0
2453,491,2024-09-04 11:41:00,At Hub,Mumbai,17.84439,80.19777,0
2454,491,2024-09-04 17:19:00,Out For Delivery,Chennai,19.66686,79.58482,5
2455,491,2024-09-04 20:53:00,Delivered,Hyderabad,18.68523,75.17083,7
2456,492,2025-02-20 00:00:00,Picked Up,Pune,14.96677,75.28883,0
2457,492,2025-02-20 03:59:00,In Transit,Chennai,15.56627,75.0131,0
2458,492,2025-02-20 07:58:00,At Hub,Hyderabad,19.86602,75.25303,22
2459,492,2025-02-20 11:48:00,Out For Delivery,Mysuru,11.99676,73.47278,5
2460,492,2025-02-20 14:14:00,Delivered,Hyderabad,13.40869,76.58628,0
2461,493,2024-03-22 00:00:00,Picked Up,Mysuru,15.26928,79.53729,0
2462,493,2024-03-22 06:10:00,In Transit,Hyderabad,17.93343,76.2516,0
2463,493,2024-03-22 12:21:00,At Hub,Mumbai,18.23376,72.95824,0
2464,493,2024-03-22 18:18:00,Out For Delivery,Chennai,11.61155,79.50079,0
2465,493,2024-03-22 22:04:00,Delivered,Hyderabad,13.54942,80.70603,0
2466,494,2025-01-20 00:00:00,Picked Up,Pune,18.97768,78.74611,0
2467,494,2025-01-20 02:18:00,In Transit,Pune,15.69536,77.07885,0
2468,494,2025-01-20 04:37:00,At Hub,Bengaluru,19.98463,80.99878,3
2469,494,2025-01-20 06:51:00,Out For Delivery,Hyderabad,13.21601,74.37913,14
2470,494,2025-01-20 08:16:00,Delivered,Chennai,17.38201,76.06401,0
2471,495,2024-10-01 00:00:00,Picked Up,Mumbai,19.60444,73.28329,0
2472,495,2024-10-01 04:45:00,In Transit,Bengaluru,15.95027,80.58299,0
2473,495,2024-10-01 09:30:00,At Hub,Hyderabad,12.88674,81.0186,25
2474,495,2024-10-01 14:04:00,Out For Delivery,Mumbai,19.45832,73.96916,0
2475,495,2024-10-01 16:58:00,Delivered,Chennai,16.7114,73.13127,0
2476,496,2024-04-19 00:00:00,Picked Up,Chennai,13.4728,80.69712,0
2477,496,2024-04-19 03:34:00,In Transit,Bengaluru,19.40317,79.37536,0
2478,496,2024-04-19 07:08:00,At Hub,Bengaluru,11.66879,75.37766,0
2479,496,2024-04-19 10:35:00,Out For Delivery,Hyderabad,19.4134,78.07823,0
2480,496,2024-04-19 12:46:00,Delivered,Mumbai,12.12559,80.49925,17
2481,497,2024-12-01 00:00:00,Picked Up,Pune,19.83257,73.18387,0
2482,497,2024-12-01 05:33:00,In Transit,Mumbai,16.13153,75.16961,0
2483,497,2024-12-01 11:07:00,At Hub,Chennai,16.52923,80.93022,0
2484,497,2024-12-01 16:29:00,Out For Delivery,Chennai,15.87673,73.22965,0
2485,497,2024-12-01 19:52:00,Delivered,Hyderabad,18.94655,76.32517,0
2486,498,2024-01-05 00:00:00,Picked Up,Pune,13.1777,74.18173,0
2487,498,2024-01-05 06:21:00,In Transit,Mysuru,18.18825,74.83717,0
2488,498,2024-01-05 12:43:00,At Hub,Hyderabad,18.17493,74.31181,22
2489,498,2024-01-05 18:51:00,Out For Delivery,Chennai,19.7058,80.69924,0
2490,498,2024-01-05 22:43:00,Delivered,Chennai,13.29979,75.65233,0
2491,499,2024-12-10 00:00:00,Picked Up,Mumbai,12.79977,76.98787,0
2492,499,2024-12-10 02:20:00,In Transit,Pune,15.50707,80.42669,0
2493,499,2024-12-10 04:41:00,At Hub,Mumbai,15.77812,80.38688,2
2494,499,2024-12-10 06:57:00,Out For Delivery,Mumbai,18.51836,72.53218,14
2495,499,2024-12-10 08:23:00,Delivered,Hyderabad,13.49853,74.25623,0
2496,500,2024-04-09 00:00:00,Picked Up,Mumbai,11.82873,78.16165,0
2497,500,2024-04-09 05:43:00,In Transit,Bengaluru,13.78384,72.96066,0
2498,500,2024-04-09 11:26:00,At Hub,Bengaluru,13.50952,79.55684,0
2499,500,2024-04-09 16:56:00,Out For Delivery,Mumbai,15.11981,81.10511,4
2500,500,2024-04-09 20:25:00,Delivered,Pune,13.24491,74.39516,22
2501,501,2024-05-02 00:00:00,Picked Up,Mumbai,14.03924,74.02026,0
2502,501,2024-05-02 04:59:00,In Transit,Chennai,14.80048,80.51534,0
2503,501,2024-05-02 09:59:00,At Hub,Chennai,19.62937,72.92649,0
2504,501,2024-05-02 14:48:00,Out For Delivery,Pune,13.3294,77.47982,31
2505,501,2024-05-02 17:51:00,Delivered,Hyderabad,15.00644,78.21255,0
2506,502,2024-09-22 00:00:00,Picked Up,Bengaluru,17.57321,78.11563,0
2507,502,2024-09-22 02:35:00,In Transit,Bengaluru,14.2889,73.32298,0
2508,502,2024-09-22 05:11:00,At Hub,Hyderabad,15.21588,73.63304,6
2509,502,2024-09-22 07:42:00,Out For Delivery,Mumbai,14.26015,79.24348,4
2510,502,2024-09-22 09:17:00,Delivered,Pune,15.83215,75.2283,14
2511,503,2024-05-10 00:00:00,Picked Up,Mysuru,18.56412,80.13094,0
2512,503,2024-05-10 01:13:00,In Transit,Mysuru,17.35517,72.91329,0
2513,503,2024-05-10 02:27:00,At Hub,Mumbai,12.68758,74.5123,27
2514,503,2024-05-10 03:39:00,Out For Delivery,Hyderabad,19.17771,72.67707,10
2515,503,2024-05-10 04:24:00,Delivered,Pune,15.38692,72.56245,2
2516,504,2024-10-25 00:00:00,Picked Up,Bengaluru,18.62876,75.66646,0
2517,504,2024-10-25 05:45:00,In Transit,Bengaluru,16.20466,78.46025,0
2518,504,2024-10-25 11:30:00,At Hub,Mumbai,17.61288,80.91262,29
2519,504,2024-10-25 17:03:00,Out For Delivery,Chennai,19.79722,78.15057,0
2520,504,2024-10-25 20:33:00,Delivered,Hyderabad,14.09391,73.61289,16
2521,505,2024-12-04 00:00:00,Picked Up,Mysuru,18.83022,75.6872,0
2522,505,2024-12-04 05:53:00,In Transit,Hyderabad,17.24609,76.64318,0
