shipment_id,order_id,route_id,carrier_id,shipment_date,promised_delivery_date,actual_delivery_date,status,weight_kg,fuel_cost_index,weather_score,traffic_score,planned_cost,actual_cost,delay_minutes,on_time_flag
300,ORD00300,308,201,2025-01-16 00:00:00,2025-01-16 18:02:48.965647,2025-01-16 19:45:48.965647,Delivered,495.88,0.972,0.699,0.373,21474.21,21728.23,103,0
301,ORD00301,308,202,2024-05-23 00:00:00,2024-05-23 17:00:36.151947,2024-05-23 18:08:36.151947,Delivered,458.29,0.866,0.541,0.338,17790.63,18067.55,68,0
302,ORD00302,305,201,2024-10-11 00:00:00,2024-10-11 04:34:07.947950,2024-10-11 05:22:07.947950,Delivered,275.69,0.863,0.451,0.47,4068.0,3973.21,48,0
303,ORD00303,301,203,2024-07-02 00:00:00,2024-07-02 05:36:26.846790,2024-07-02 06:23:26.846790,Delivered,450.41,1.071,0.723,0.626,12045.86,12181.34,47,0
304,ORD00304,302,204,2024-08-17 00:00:00,2024-08-17 09:20:38.249737,2024-08-17 12:05:38.249737,Delivered,106.91,0.853,0.685,0.696,7371.79,7828.62,165,0
305,ORD00305,308,204,2025-01-02 00:00:00,2025-01-02 17:01:18.040053,2025-01-02 18:41:18.040053,Delivered,252.93,1.073,0.902,0.572,17511.16,17724.25,100,0
306,ORD00306,308,203,2024-09-12 00:00:00,2024-09-12 18:11:14.263979,2024-09-12 19:18:14.263979,Delivered,173.71,0.993,0.556,0.447,50627.18,50535.59,67,0
307,ORD00307,301,203,2024-01-14 00:00:00,2024-01-14 06:12:53.375422,2024-01-14 06:59:53.375422,Delivered,351.25,1.21,0.41,0.189,13606.93,13792.77,47,0
308,ORD00308,306,204,2024-12-15 00:00:00,2024-12-15 20:30:54.753565,2024-12-15 21:51:54.753565,Delivered,353.3,0.945,0.748,0.476,19052.37,18971.72,81,0
309,ORD00309,306,201,2025-03-14 00:00:00,2025-03-14 21:49:45.770857,2025-03-14 23:59:45.770857,Delivered,241.14,1.076,0.775,0.575,29365.17,29433.49,130,0
310,ORD00310,306,201,2024-10-16 00:00:00,2024-10-16 20:12:20.818805,2024-10-16 22:01:20.818805,Delivered,762.8,0.931,0.523,0.409,25419.81,25528.83,109,0
311,ORD00311,307,204,2024-09-04 00:00:00,2024-09-04 16:38:50.162951,2024-09-04 16:54:50.162951,Delivered,584.89,0.915,0.085,0.682,13611.89,13569.1,16,0
312,ORD00312,304,201,2024-05-07 00:00:00,2024-05-07 08:38:50.671963,2024-05-07 07:39:50.671963,Delivered,258.22,0.965,0.579,0.277,8779.24,8418.71,-59,1
313,ORD00313,307,204,2024-06-06 00:00:00,2024-06-06 15:50:58.846343,2024-06-06 16:36:58.846343,Delivered,320.9,0.859,0.468,0.291,12786.86,12935.8,46,0
314,ORD00314,306,202,2024-07-16 00:00:00,2024-07-16 20:06:53.104730,2024-07-16 21:10:53.104730,Delivered,421.42,1.031,0.697,0.418,26150.95,26220.34,64,0
315,ORD00315,306,201,2024-06-29 00:00:00,2024-06-29 20:00:23.908682,2024-06-29 19:18:23.908682,Delivered,448.7,0.808,0.296,0.222,22057.51,21896.81,-42,1
316,ORD00316,307,203,2024-08-26 00:00:00,2024-08-26 16:30:49.012071,2024-08-26 15:22:49.012071,Delivered,351.09,0.848,0.336,0.52,39444.1,39421.83,-68,1
317,ORD00317,306,204,2024-12-01 00:00:00,2024-12-01 20:57:18.385092,2024-12-01 21:03:18.385092,Delivered,507.76,1.141,0.596,0.366,22994.62,23219.36,6,0
318,ORD00318,303,201,2024-08-13 00:00:00,2024-08-13 14:28:51.269134,2024-08-13 14:40:51.269134,Delivered,433.03,0.948,0.678,0.873,15710.82,15773.44,12,0
319,ORD00319,305,201,2025-03-17 00:00:00,2025-03-17 04:40:19.409087,2025-03-17 05:07:19.409087,Delivered,316.0,1.138,0.75,0.278,5361.16,5306.41,27,0
320,ORD00320,302,203,2024-11-13 00:00:00,2024-11-13 08:36:59.534957,2024-11-13 08:35:59.534957,Delivered,716.83,1.021,0.416,0.714,27561.51,27674.28,-1,1
321,ORD00321,303,204,2024-07-30 00:00:00,2024-07-30 13:45:13.528361,2024-07-30 15:32:13.528361,Delivered,395.53,0.922,0.699,0.765,11281.15,11606.41,107,0
322,ORD00322,302,202,2024-01-19 00:00:00,2024-01-19 11:30:34.047696,2024-01-19 12:44:34.047696,Delivered,619.52,0.869,0.543,0.325,9444.84,9668.09,74,0
323,ORD00323,304,203,2024-11-14 00:00:00,2024-11-14 08:51:56.010416,2024-11-14 10:00:56.010416,Delivered,56.58,1.158,0.714,0.591,24308.51,24380.0,69,0
324,ORD00324,308,201,2024-03-30 00:00:00,2024-03-30 17:57:30.209552,2024-03-30 19:26:30.209552,Delivered,433.86,0.991,0.45,1.0,21897.48,21901.36,89,0
325,ORD00325,307,204,2024-03-18 00:00:00,2024-03-18 15:39:12.864578,2024-03-18 16:38:12.864578,Delivered,503.25,0.96,0.147,0.447,14279.35,14185.06,59,0
326,ORD00326,301,201,2024-12-04 00:00:00,2024-12-04 06:10:20.115791,2024-12-04 05:57:20.115791,Delivered,488.25,0.958,0.862,0.233,4670.58,4892.02,-13,1
327,ORD00327,302,202,2024-03-09 00:00:00,2024-03-09 09:43:12.024113,2024-03-09 12:02:12.024113,Delivered,522.69,0.9,0.23,0.603,9783.56,9957.05,139,0
328,ORD00328,306,202,2024-01-14 00:00:00,2024-01-14 20:23:19.013109,2024-01-14 21:40:19.013109,Delivered,443.24,1.158,0.775,0.285,29368.92,29491.18,77,0
329,ORD00329,305,203,2024-08-01 00:00:00,2024-08-01 05:11:04.431669,2024-08-01 05:25:04.431669,Delivered,49.24,1.07,0.772,0.333,11636.39,11378.89,14,0
330,ORD00330,303,203,2024-08-27 00:00:00,2024-08-27 13:20:13.276392,2024-08-27 13:49:13.276392,Delivered,48.29,0.763,0.128,0.406,29182.51,29245.63,29,0
331,ORD00331,301,201,2025-01-12 00:00:00,2025-01-12 06:08:17.873220,2025-01-12 05:19:17.873220,Delivered,646.2,0.945,0.424,0.463,4608.58,4506.34,-49,1
332,ORD00332,306,203,2024-03-14 00:00:00,2024-03-14 20:10:03.501429,2024-03-14 21:11:03.501429,Delivered,631.96,1.014,0.944,0.506,63893.68,63977.42,61,0
333,ORD00333,304,203,2025-02-05 00:00:00,2025-02-05 06:45:52.990219,2025-02-05 06:46:52.990219,Delivered,361.21,0.902,0.269,0.445,18943.58,18996.08,1,0
334,ORD00334,306,201,2024-10-05 00:00:00,2024-10-05 22:00:57.936678,2024-10-05 21:58:57.936678,Delivered,197.55,0.979,0.363,0.394,26735.99,26767.38,-2,1
335,ORD00335,301,201,2024-09-11 00:00:00,2024-09-11 05:53:44.365945,2024-09-11 06:34:44.365945,Delivered,455.07,1.022,0.648,0.352,4981.03,4879.49,41,0
336,ORD00336,302,202,2024-11-25 00:00:00,2024-11-25 10:12:22.902377,2024-11-25 10:33:22.902377,Delivered,788.92,1.105,0.306,0.687,12014.7,12005.25,21,0
337,ORD00337,307,204,2025-02-24 00:00:00,2025-02-24 15:59:14.482276,2025-02-24 16:25:14.482276,Delivered,504.37,0.808,0.582,0.426,12016.34,12043.69,26,0
338,ORD00338,303,203,2024-01-09 00:00:00,2024-01-09 14:23:29.358143,2024-01-09 15:00:29.358143,Delivered,222.25,1.137,0.765,0.516,43480.56,43810.25,37,0
339,ORD00339,307,203,2024-11-02 00:00:00,2024-11-02 16:35:43.767232,2024-11-02 15:43:43.767232,Delivered,279.81,1.009,0.403,0.474,46903.32,47146.51,-52,1
340,ORD00340,305,202,2024-05-25 00:00:00,2024-05-25 05:53:10.288279,2024-05-25 07:44:10.288279,Delivered,366.42,0.846,0.624,0.833,3703.34,4388.13,111,0
341,ORD00341,303,204,2024-12-17 00:00:00,2024-12-17 12:50:30.170413,2024-12-17 14:31:30.170413,Delivered,600.0,0.924,0.13,0.524,11306.69,11814.23,101,0
342,ORD00342,305,202,2025-01-01 00:00:00,2025-01-01 04:19:08.821544,2025-01-01 04:54:08.821544,Delivered,531.4,1.107,0.536,0.568,4847.36,5212.27,35,0
343,ORD00343,301,201,2025-01-03 00:00:00,2025-01-03 05:14:03.084072,2025-01-03 04:44:03.084072,Delivered,477.38,1.158,0.541,0.06,5646.99,5687.14,-30,1
344,ORD00344,302,204,2025-02-06 00:00:00,2025-02-06 11:15:44.963622,2025-02-06 10:58:44.963622,Delivered,392.49,0.953,0.312,0.379,8232.6,8504.08,-17,1
345,ORD00345,308,204,2024-09-22 00:00:00,2024-09-22 16:01:11.458347,2024-09-22 16:24:11.458347,Delivered,190.04,0.923,0.425,0.486,15060.11,15141.38,23,0
346,ORD00346,307,202,2024-02-27 00:00:00,2024-02-27 17:52:09.369420,2024-02-27 19:53:09.369420,Delivered,391.22,0.843,0.526,0.278,15783.33,16193.9,121,0
347,ORD00347,308,202,2025-03-17 00:00:00,2025-03-17 18:40:43.837934,2025-03-17 19:37:43.837934,Delivered,512.38,0.924,0.545,0.513,18978.4,18730.87,57,0
348,ORD00348,302,204,2024-08-20 00:00:00,2024-08-20 09:40:57.761164,2024-08-20 10:49:57.761164,Delivered,405.25,0.933,0.973,0.423,8061.25,8395.6,69,0
349,ORD00349,302,202,2024-11-17 00:00:00,2024-11-17 10:10:43.159732,2024-11-17 11:45:43.159732,Delivered,342.39,1.149,0.659,0.891,12495.82,12882.93,95,0
350,ORD00350,304,204,2025-02-27 00:00:00,2025-02-27 08:49:45.422088,2025-02-27 10:09:45.422088,Delivered,756.39,0.835,0.549,0.736,5612.49,5848.03,80,0
351,ORD00351,305,204,2024-10-05 00:00:00,2024-10-05 03:26:13.076496,2024-10-05 05:13:13.076496,Delivered,405.92,0.958,0.255,0.787,3334.97,3217.42,107,0
352,ORD00352,302,204,2024-11-10 00:00:00,2024-11-10 10:53:31.443359,2024-11-10 11:26:31.443359,Delivered,460.51,1.146,0.431,0.406,9902.07,9885.78,33,0
353,ORD00353,308,203,2025-02-23 00:00:00,2025-02-23 17:54:29.858313,2025-02-23 19:33:29.858313,Delivered,367.48,0.966,0.328,0.7,49244.82,49432.05,99,0
354,ORD00354,306,201,2024-08-04 00:00:00,2024-08-04 21:29:36.816736,2024-08-04 21:40:36.816736,Delivered,312.28,0.757,0.21,0.284,20676.59,20524.6,11,0
355,ORD00355,301,203,2024-07-14 00:00:00,2024-07-14 05:38:45.049956,2024-07-14 06:31:45.049956,Delivered,419.03,1.0,0.81,0.45,11247.29,11223.64,53,0
356,ORD00356,304,201,2024-12-07 00:00:00,2024-12-07 06:28:22.443906,2024-12-07 08:08:22.443906,Delivered,351.2,1.098,0.408,0.276,9989.35,10066.86,100,0
357,ORD00357,305,202,2024-10-03 00:00:00,2024-10-03 05:17:37.135586,2024-10-03 06:40:37.135586,Delivered,425.89,0.893,0.533,0.273,3909.84,4094.14,83,0
358,ORD00358,302,203,2024-09-05 00:00:00,2024-09-05 10:06:20.353770,2024-09-05 10:31:20.353770,Delivered,222.32,1.027,0.375,0.642,27725.07,27744.67,25,0
359,ORD00359,307,202,2024-10-23 00:00:00,2024-10-23 16:09:39.183779,2024-10-23 14:47:39.183779,Delivered,66.31,1.216,0.319,0.019,22767.53,22791.02,-82,1
360,ORD00360,303,202,2024-08-24 00:00:00,2024-08-24 12:17:29.333388,2024-08-24 11:15:29.333388,Delivered,212.33,1.002,0.059,0.483,15434.26,15282.14,-62,1
361,ORD00361,307,201,2024-03-10 00:00:00,2024-03-10 16:36:16.862749,2024-03-10 16:53:16.862749,Delivered,317.74,1.243,0.475,0.307,25041.43,24934.99,17,0
362,ORD00362,303,203,2024-11-15 00:00:00,2024-11-15 14:52:52.184886,2024-11-15 15:40:52.184886,Delivered,40.0,1.119,0.277,0.527,42814.51,43278.09,48,0
363,ORD00363,306,202,2024-12-15 00:00:00,2024-12-15 20:23:33.099765,2024-12-15 21:20:33.099765,Delivered,525.35,0.828,0.449,0.363,21006.72,21213.4,57,0
364,ORD00364,308,201,2025-01-16 00:00:00,2025-01-16 18:49:11.730909,2025-01-16 20:04:11.730909,Delivered,507.71,1.13,0.325,0.307,24964.31,25307.26,75,0
365,ORD00365,302,204,2024-03-24 00:00:00,2024-03-24 09:53:05.192763,2024-03-24 10:12:05.192763,Delivered,409.01,1.105,0.454,0.608,9548.41,9395.89,19,0
366,ORD00366,303,204,2024-06-25 00:00:00,2024-06-25 11:30:06.980337,2024-06-25 13:41:06.980337,Delivered,390.03,0.872,0.693,0.646,10673.3,10850.73,131,0
367,ORD00367,302,202,2024-05-28 00:00:00,2024-05-28 10:23:24.794824,2024-05-28 11:34:24.794824,Delivered,56.43,1.005,0.702,1.0,10923.78,10850.63,71,0
368,ORD00368,301,204,2024-04-02 00:00:00,2024-04-02 07:14:07.255143,2024-04-02 08:44:07.255143,Delivered,330.91,1.058,0.33,0.52,3807.68,3898.12,90,0
369,ORD00369,303,203,2024-01-14 00:00:00,2024-01-14 13:56:15.523289,2024-01-14 15:46:15.523289,Delivered,623.69,0.94,0.673,0.641,35954.76,36232.42,110,0
370,ORD00370,305,202,2024-11-25 00:00:00,2024-11-25 05:39:53.100979,2024-11-25 04:09:53.100979,Delivered,616.02,1.118,0.014,0.535,4894.91,4769.12,-90,1
371,ORD00371,303,201,2025-01-02 00:00:00,2025-01-02 13:31:26.920788,2025-01-02 14:51:26.920788,Delivered,189.14,1.083,0.533,0.631,17947.94,18103.8,80,0
372,ORD00372,306,204,2025-02-03 00:00:00,2025-02-03 20:21:59.655729,2025-02-03 22:17:59.655729,Delivered,120.24,0.997,0.08,0.686,20098.83,20278.35,116,0
373,ORD00373,306,202,2025-02-19 00:00:00,2025-02-19 20:57:02.862302,2025-02-19 21:35:02.862302,Delivered,313.68,1.046,0.672,0.53,26525.71,26498.51,38,0
374,ORD00374,305,201,2024-08-03 00:00:00,2024-08-03 04:43:24.636880,2024-08-03 03:50:24.636880,Delivered,775.11,1.162,0.264,0.608,5474.03,5548.76,-53,1
375,ORD00375,303,202,2024-03-13 00:00:00,2024-03-13 12:09:01.065076,2024-03-13 12:51:01.065076,Delivered,357.01,0.959,0.33,0.889,14763.49,14787.34,42,0
376,ORD00376,304,201,2024-12-20 00:00:00,2024-12-20 08:34:29.527931,2024-12-20 08:38:29.527931,Delivered,333.78,1.083,0.329,0.532,9851.96,10272.74,4,0
377,ORD00377,303,204,2025-01-24 00:00:00,2025-01-24 15:26:59.472671,2025-01-24 16:26:59.472671,Delivered,201.0,0.963,0.193,0.556,11792.13,12205.34,60,0
378,ORD00378,303,201,2024-11-08 00:00:00,2024-11-08 12:23:31.578697,2024-11-08 12:38:31.578697,Delivered,421.07,1.027,0.378,0.331,17017.03,17201.59,15,0
379,ORD00379,302,203,2024-03-07 00:00:00,2024-03-07 09:42:54.868937,2024-03-07 09:47:54.868937,Delivered,300.68,1.14,0.425,0.41,30775.66,30790.72,5,0
380,ORD00380,302,203,2024-09-02 00:00:00,2024-09-02 10:06:15.220581,2024-09-02 11:00:15.220581,Delivered,739.7,1.147,0.731,0.527,30978.52,31003.58,54,0
381,ORD00381,307,201,2024-02-24 00:00:00,2024-02-24 16:57:51.894020,2024-02-24 16:37:51.894020,Delivered,570.53,0.807,0.641,0.273,16266.12,16211.83,-20,1
382,ORD00382,307,204,2024-01-30 00:00:00,2024-01-30 16:04:52.113068,2024-01-30 17:20:52.113068,Delivered,318.54,0.968,0.237,0.504,14405.71,14632.45,76,0
383,ORD00383,301,203,2024-06-15 00:00:00,2024-06-15 05:22:14.617953,2024-06-15 05:41:14.617953,Delivered,450.28,1.071,0.659,0.427,12052.6,12002.36,19,0
384,ORD00384,303,204,2025-02-15 00:00:00,2025-02-15 12:56:06.240159,2025-02-15 14:07:06.240159,Delivered,156.35,0.826,0.401,0.89,10114.75,10493.41,71,0
385,ORD00385,304,204,2024-02-19 00:00:00,2024-02-19 09:44:54.873291,2024-02-19 09:55:54.873291,Delivered,172.61,1.317,0.452,0.453,8847.42,8920.17,11,0
386,ORD00386,301,204,2025-03-07 00:00:00,2025-03-07 05:49:38.147429,2025-03-07 07:45:38.147429,Delivered,295.55,0.891,0.35,0.45,3206.69,3562.45,116,0
387,ORD00387,303,203,2024-08-17 00:00:00,2024-08-17 13:40:35.366809,2024-08-17 15:18:35.366809,Delivered,575.32,1.116,0.53,0.423,42671.01,42548.19,98,0
388,ORD00388,308,202,2024-04-01 00:00:00,2024-04-01 17:21:28.894816,2024-04-01 18:27:28.894816,Delivered,684.79,0.972,0.765,0.55,19966.0,19972.09,66,0
389,ORD00389,304,201,2024-10-25 00:00:00,2024-10-25 07:12:00.024859,2024-10-25 06:57:00.024859,Delivered,611.51,1.128,0.482,0.289,10263.44,10319.51,-15,1
390,ORD00390,308,204,2024-07-16 00:00:00,2024-07-16 17:06:51.615858,2024-07-16 17:40:51.615858,Delivered,225.73,1.029,0.412,0.505,16785.9,17085.73,34,0
391,ORD00391,301,204,2025-01-27 00:00:00,2025-01-27 04:01:22.544494,2025-01-27 05:12:22.544494,Delivered,1000.7,0.994,0.821,0.546,3579.39,3877.83,71,0
392,ORD00392,307,202,2024-12-14 00:00:00,2024-12-14 14:57:16.415041,2024-12-14 16:32:16.415041,Delivered,289.8,0.902,0.764,0.615,16897.56,17206.86,95,0
393,ORD00393,302,204,2024-02-17 00:00:00,2024-02-17 09:12:32.825550,2024-02-17 10:03:32.825550,Delivered,509.24,1.084,0.559,0.227,9367.31,9469.6,51,0
394,ORD00394,307,202,2024-02-08 00:00:00,2024-02-08 16:24:53.182407,2024-02-08 17:04:53.182407,Delivered,425.54,0.889,0.518,0.516,16637.83,16694.72,40,0
395,ORD00395,306,203,2024-10-06 00:00:00,2024-10-06 20:31:50.972882,2024-10-06 21:27:50.972882,Delivered,99.02,0.988,0.859,0.391,62254.45,62344.26,56,0
396,ORD00396,302,202,2024-07-04 00:00:00,2024-07-04 08:59:21.761651,2024-07-04 10:15:21.761651,Delivered,222.85,0.997,0.0,0.657,10840.38,10420.58,76,0
397,ORD00397,303,202,2024-11-21 00:00:00,2024-11-21 13:55:59.192610,2024-11-21 14:15:59.192610,Delivered,326.29,0.963,0.914,0.353,14829.97,14529.43,20,0
398,ORD00398,301,202,2024-06-26 00:00:00,2024-06-26 05:36:51.535209,2024-06-26 04:15:51.535209,Delivered,591.54,0.999,0.249,0.314,4524.2,4357.82,-81,1
399,ORD00399,308,204,2024-02-24 00:00:00,2024-02-24 16:36:40.042765,2024-02-24 17:33:40.042765,Delivered,576.09,1.05,0.625,0.429,17132.39,17077.25,57,0
400,ORD00400,308,202,2024-12-12 00:00:00,2024-12-12 19:09:27.191490,2024-12-12 20:48:27.191490,Delivered,601.19,0.795,0.72,0.46,16327.34,16756.13,99,0
401,ORD00401,301,202,2025-03-22 00:00:00,2025-03-22 06:06:42.828136,2025-03-22 07:17:42.828136,Delivered,249.45,1.082,0.576,0.804,4903.14,4851.92,71,0
402,ORD00402,301,201,2024-06-14 00:00:00,2024-06-14 06:35:55.852827,2024-06-14 07:07:55.852827,Delivered,318.87,0.739,0.842,0.606,3600.75,3751.03,32,0
403,ORD00403,305,201,2024-11-18 00:00:00,2024-11-18 05:52:14.687921,2024-11-18 06:14:14.687921,Delivered,271.3,0.983,0.787,0.526,4632.47,4552.8,22,0
404,ORD00404,302,203,2024-05-25 00:00:00,2024-05-25 08:38:57.998528,2024-05-25 10:16:57.998528,Delivered,195.98,1.369,0.587,0.396,36969.03,37206.94,98,0
405,ORD00405,304,201,2024-06-06 00:00:00,2024-06-06 08:35:02.873345,2024-06-06 09:20:02.873345,Delivered,276.19,0.95,0.703,0.351,8647.51,8954.61,45,0
406,ORD00406,304,202,2024-06-10 00:00:00,2024-06-10 08:36:33.030840,2024-06-10 08:24:33.030840,Delivered,538.43,0.762,0.121,0.531,6441.18,6629.42,-12,1
407,ORD00407,302,204,2024-11-23 00:00:00,2024-11-23 08:37:24.188526,2024-11-23 08:19:24.188526,Delivered,528.61,0.947,0.187,0.576,8178.68,8032.53,-18,1
408,ORD00408,301,202,2024-08-17 00:00:00,2024-08-17 05:43:31.755722,2024-08-17 05:36:31.755722,Delivered,495.77,0.949,0.578,0.671,4300.88,4481.18,-7,1
409,ORD00409,301,204,2024-02-10 00:00:00,2024-02-10 06:26:50.618173,2024-02-10 05:35:50.618173,Delivered,394.21,1.029,0.425,0.41,3703.06,3900.43,-51,1
410,ORD00410,308,203,2024-10-12 00:00:00,2024-10-12 15:48:31.486136,2024-10-12 16:17:31.486136,Delivered,549.88,1.11,0.205,0.518,56600.11,56606.4,29,0
411,ORD00411,304,204,2024-08-23 00:00:00,2024-08-23 06:44:27.363747,2024-08-23 08:17:27.363747,Delivered,337.87,0.952,0.747,0.705,6394.67,6855.88,93,0
412,ORD00412,307,204,2024-05-16 00:00:00,2024-05-16 16:21:55.335320,2024-05-16 17:00:55.335320,Delivered,301.98,0.985,0.47,0.294,14659.76,14695.33,39,0
413,ORD00413,307,204,2024-02-07 00:00:00,2024-02-07 16:10:10.674142,2024-02-07 17:57:10.674142,Delivered,600.24,1.038,1.0,0.717,15442.9,15492.07,107,0
414,ORD00414,303,203,2024-09-18 00:00:00,2024-09-18 15:08:22.696123,2024-09-18 17:08:22.696123,Delivered,399.34,0.748,0.598,0.978,28613.95,28955.97,120,0
415,ORD00415,307,201,2024-02-08 00:00:00,2024-02-08 15:08:31.844299,2024-02-08 15:59:31.844299,Delivered,461.21,0.88,0.509,0.454,17727.27,17698.08,51,0
416,ORD00416,301,204,2024-08-12 00:00:00,2024-08-12 06:18:15.402210,2024-08-12 05:12:15.402210,Delivered,237.37,0.768,0.654,0.394,2763.52,2645.0,-66,1
417,ORD00417,305,204,2024-08-10 00:00:00,2024-08-10 04:17:03.646675,2024-08-10 05:14:03.646675,Delivered,196.88,1.089,0.551,0.541,3788.52,3954.91,57,0
418,ORD00418,303,204,2024-06-04 00:00:00,2024-06-04 16:00:15.223587,2024-06-04 18:04:15.223587,Delivered,465.99,1.037,0.811,0.772,12695.28,12944.06,124,0
419,ORD00419,306,203,2024-07-22 00:00:00,2024-07-22 20:59:07.128908,2024-07-22 21:30:07.128908,Delivered,569.69,0.771,0.1,0.367,48588.58,48610.69,31,0
420,ORD00420,306,201,2025-03-19 00:00:00,2025-03-19 21:17:09.193082,2025-03-19 21:29:09.193082,Delivered,553.86,0.96,0.474,0.709,26201.74,26188.86,12,0
421,ORD00421,301,201,2024-06-30 00:00:00,2024-06-30 06:17:36.531430,2024-06-30 05:49:36.531430,Delivered,414.63,0.938,0.423,0.761,4572.79,4411.33,-28,1
422,ORD00422,308,202,2024-11-09 00:00:00,2024-11-09 18:50:58.506952,2024-11-09 21:39:58.506952,Delivered,416.94,1.115,0.571,0.286,22892.62,23321.52,169,0
423,ORD00423,308,203,2024-11-13 00:00:00,2024-11-13 20:31:56.595361,2024-11-13 22:11:56.595361,Delivered,226.69,0.97,0.545,0.525,49468.71,50010.0,100,0
424,ORD00424,307,202,2024-06-08 00:00:00,2024-06-08 15:52:33.026853,2024-06-08 17:50:33.026853,Delivered,433.58,1.004,0.671,0.712,18797.02,18848.54,118,0
425,ORD00425,304,201,2024-09-28 00:00:00,2024-09-28 08:38:42.136280,2024-09-28 09:15:42.136280,Delivered,698.88,0.772,0.547,0.253,7026.81,6968.55,37,0
426,ORD00426,302,201,2024-07-27 00:00:00,2024-07-27 08:20:35.906930,2024-07-27 08:59:35.906930,Delivered,507.49,1.011,0.575,0.588,11826.8,11591.89,39,0
427,ORD00427,304,203,2024-10-16 00:00:00,2024-10-16 08:02:26.210713,2024-10-16 08:40:26.210713,Delivered,319.54,0.946,0.908,0.617,19864.29,20054.07,38,0
428,ORD00428,303,202,2024-04-11 00:00:00,2024-04-11 13:22:38.108784,2024-04-11 14:08:38.108784,Delivered,222.4,0.95,0.788,0.425,14625.75,14594.84,46,0
429,ORD00429,302,201,2024-07-04 00:00:00,2024-07-04 10:03:25.879022,2024-07-04 10:02:25.879022,Delivered,557.03,0.749,0.664,0.549,8760.81,8915.34,-1,1
430,ORD00430,306,203,2025-02-04 00:00:00,2025-02-04 21:50:08.188890,2025-02-04 22:32:08.188890,Delivered,666.35,0.862,0.302,0.389,54314.68,54218.86,42,0
431,ORD00431,304,203,2024-02-25 00:00:00,2024-02-25 08:27:36.195629,2024-02-25 09:25:36.195629,Delivered,452.23,0.833,0.607,0.343,17486.22,17648.02,58,0
432,ORD00432,308,202,2025-01-18 00:00:00,2025-01-18 17:22:41.630330,2025-01-18 20:27:41.630330,Delivered,561.68,0.958,0.687,0.318,19671.7,20003.71,185,0
433,ORD00433,306,202,2024-12-08 00:00:00,2024-12-08 22:09:35.423879,2024-12-08 22:56:35.423879,Delivered,225.87,1.007,0.424,0.295,25557.75,25620.19,47,0
434,ORD00434,308,204,2024-01-22 00:00:00,2024-01-22 18:23:57.543366,2024-01-22 20:13:57.543366,Delivered,463.6,0.839,0.791,0.848,13688.75,13562.95,110,0
435,ORD00435,304,203,2024-09-24 00:00:00,2024-09-24 09:48:27.390628,2024-09-24 10:13:27.390628,Delivered,792.28,0.969,0.677,0.289,20352.5,20150.89,25,0
436,ORD00436,306,202,2025-02-18 00:00:00,2025-02-18 22:12:09.275419,2025-02-18 23:16:09.275419,Delivered,269.39,0.793,0.411,0.554,20106.8,20343.65,64,0
437,ORD00437,303,203,2024-06-02 00:00:00,2024-06-02 14:26:06.857294,2024-06-02 17:03:06.857294,Delivered,333.86,0.938,0.968,0.727,35870.84,36102.27,157,0
438,ORD00438,307,204,2024-07-21 00:00:00,2024-07-21 15:47:29.067627,2024-07-21 15:43:29.067627,Delivered,800.59,1.043,0.64,0.694,15524.58,15592.11,-4,1
439,ORD00439,302,204,2024-10-21 00:00:00,2024-10-21 11:02:29.209981,2024-10-21 11:20:29.209981,Delivered,655.94,0.929,0.26,0.621,8026.71,7884.39,18,0
440,ORD00440,306,203,2024-06-06 00:00:00,2024-06-06 20:00:28.267961,2024-06-06 20:46:28.267961,Delivered,258.33,1.044,0.43,0.219,65791.88,65736.53,46,0
441,ORD00441,306,203,2024-06-15 00:00:00,2024-06-15 20:10:42.654516,2024-06-15 21:27:42.654516,Delivered,285.57,0.958,0.508,0.2,60378.88,60876.19,77,0
442,ORD00442,303,201,2024-07-06 00:00:00,2024-07-06 12:33:50.070555,2024-07-06 12:50:50.070555,Delivered,451.53,1.079,0.304,0.41,17876.81,17737.06,17,0
443,ORD00443,303,202,2025-03-16 00:00:00,2025-03-16 13:25:09.514506,2025-03-16 14:46:09.514506,Delivered,343.81,1.065,0.635,1.0,16397.98,16547.14,81,0
444,ORD00444,308,204,2024-03-02 00:00:00,2024-03-02 18:51:04.484814,2024-03-02 19:52:04.484814,Delivered,480.58,0.911,0.659,0.439,14861.47,15148.16,61,0
445,ORD00445,305,201,2024-06-15 00:00:00,2024-06-15 04:43:30.711703,2024-06-15 04:14:30.711703,Delivered,487.58,1.004,0.0,0.1,4731.74,4761.91,-29,1
446,ORD00446,307,202,2024-01-28 00:00:00,2024-01-28 17:09:44.134551,2024-01-28 17:11:44.134551,Delivered,385.76,1.007,0.538,0.523,18863.04,18597.5,2,0
447,ORD00447,304,204,2024-07-16 00:00:00,2024-07-16 07:53:18.633166,2024-07-16 08:41:18.633166,Delivered,753.61,0.939,0.91,0.428,6312.99,6489.31,48,0
448,ORD00448,301,201,2024-07-22 00:00:00,2024-07-22 06:01:08.693860,2024-07-22 06:28:08.693860,Delivered,189.27,1.056,0.467,0.709,5145.99,4912.55,27,0
449,ORD00449,304,204,2024-12-19 00:00:00,2024-12-19 07:38:41.580364,2024-12-19 09:18:41.580364,Delivered,154.24,0.865,0.225,0.935,5813.08,6095.25,100,0
